"x","y"
1720140,-3009205
1660140,-3439205
1660140,-3459205
1720140,-3029205
1580140,-4009205
1560140,-4199205
1650140,-3539205
1560140,-4219205
1680140,-3409205
1610140,-3909205
1600140,-3959205
1650140,-3629205
1670140,-3519205
1630140,-3759205
1640140,-3759205
1680140,-3429205
1620140,-3909205
1580140,-4159205
1600140,-4039205
1660140,-3629205
1660140,-3649205
1750140,-2979205
1590140,-4149205
1580140,-4209205
1760140,-2989205
1590140,-4189205
1620140,-3989205
1780140,-2839205
1690140,-3529205
1640140,-3889205
1660140,-3699205
1630140,-3939205
1690140,-3539205
1710140,-3409205
1680140,-3639205
1640140,-3949205
1710140,-3419205
1780140,-2989205
1670140,-3719205
1670140,-3749205
1770140,-3039205
1720140,-3419205
1670140,-3779205
1780140,-3019205
1780140,-3009205
1720140,-3409205
1680140,-3699205
1680140,-3759205
1670140,-3769205
1650140,-3919205
1660140,-3899205
1670140,-3839205
1660140,-3869205
1670140,-3799205
1680140,-3749205
1650140,-3959205
1690140,-3729205
1680140,-3819205
1650140,-3979205
1680140,-3799205
1730140,-3439205
1680140,-3789205
1660140,-3949205
1700140,-3669205
1670140,-3919205
1660140,-3959205
1700140,-3709205
1780140,-3159205
1820140,-2909205
1800140,-3069205
1810140,-3039205
1720140,-3649205
1770140,-3339205
1820140,-2979205
1690140,-3859205
1760140,-3429205
1710140,-3789205
1690140,-3929205
1700140,-3859205
1710140,-3819205
1810140,-3129205
1810140,-3149205
1810140,-3169205
1830140,-3029205
1690140,-3959205
1800140,-3269205
1720140,-3779205
1800140,-3249205
1810140,-3189205
1790140,-3309205
1840140,-2999205
1800140,-3289205
1730140,-3769205
1710140,-3949205
1720140,-3839205
1760140,-3609205
1830140,-3099205
1870140,-2859205
1720140,-3869205
1840140,-3099205
1740140,-3799205
1790140,-3459205
1880140,-2889205
1740140,-3789205
1740140,-3849205
1830140,-3209205
1830140,-3239205
1760140,-3729205
1800140,-3459205
1810140,-3389205
1840140,-3199205
1740140,-3859205
1840140,-3219205
1840140,-3239205
1820140,-3379205
1820140,-3369205
1800140,-3549205
1810140,-3479205
1900140,-2909205
1760140,-3799205
1770140,-3779205
1890140,-2949205
1760140,-3849205
1860140,-3199205
1760140,-3819205
1780140,-3729205
1820140,-3479205
1820140,-3469205
1860140,-3229205
1840140,-3339205
1850140,-3329205
1850140,-3359205
1900140,-3019205
1840140,-3409205
1870140,-3249205
1860140,-3329205
1840140,-3439205
1860140,-3349205
1860140,-3359205
1820140,-3629205
1810140,-3739205
1810140,-3759205
1890140,-3279205
1880140,-3329205
1950140,-2909205
1950140,-2929205
1870140,-3469205
1900140,-3289205
1900140,-3249205
1900140,-3269205
1830140,-3719205
1880140,-3409205
1890140,-3419205
1920140,-3249205
1910140,-3309205
1840140,-3719205
1920140,-3259205
1920140,-3279205
1900140,-3469205
1980140,-2919205
1860140,-3719205
1920140,-3369205
1920140,-3329205
1940140,-3279205
1870140,-3709205
1940140,-3359205
1900140,-3649205
1910140,-3659205
1910140,-3679205
1960140,-3349205
1970140,-3369205
1940140,-3629205
1970140,-3449205
2040140,-3079205
2040140,-3099205
1970140,-3569205
1990140,-3429205
2040140,-3199205
2080140,-3179205
2080140,-3169205
2080140,-3259205
